-4.64158883e-01,1.40000000e+00,-4.64158883e-01,1.48460689e-03,
-4.63694724e-01,1.40030000e+00,-4.63694724e-01,1.48435200e-03,
-4.63230566e-01,1.40059910e+00,-4.63230566e-01,1.48410847e-03,
-4.62766407e-01,1.40089760e+00,-4.62766407e-01,1.48380396e-03,
-4.62302248e-01,1.40119551e+00,-4.62302248e-01,1.48365351e-03,
-4.61838089e-01,1.40149281e+00,-4.61838089e-01,1.48339449e-03,
-4.61373930e-01,1.40178952e+00,-4.61373930e-01,1.48312856e-03,
-4.60909771e-01,1.40208563e+00,-4.60909771e-01,1.48290014e-03,
-4.60445612e-01,1.40238115e+00,-4.60445612e-01,1.48261577e-03,
-4.59981453e-01,1.40267607e+00,-4.59981453e-01,1.48241024e-03,
-4.59517295e-01,1.40297040e+00,-4.59517295e-01,1.48224252e-03,
-4.59053136e-01,1.40326413e+00,-4.59053136e-01,1.48200352e-03,
-4.58588977e-01,1.40355727e+00,-4.58588977e-01,1.48178755e-03,
-4.58124818e-01,1.40384982e+00,-4.58124818e-01,1.48153771e-03,
-4.57660659e-01,1.40414177e+00,-4.57660659e-01,1.48125064e-03,
-4.57196500e-01,1.40443313e+00,-4.57196500e-01,1.48094411e-03,
-4.56732341e-01,1.40472390e+00,-4.56732341e-01,1.48072618e-03,
-4.56268182e-01,1.40501409e+00,-4.56268182e-01,1.48047738e-03,
-4.55804023e-01,1.40530368e+00,-4.55804023e-01,1.48017865e-03,
-4.55339865e-01,1.40559268e+00,-4.55339865e-01,1.47997592e-03,
-4.54875706e-01,1.40588109e+00,-4.54875706e-01,1.47971925e-03,
-4.54411547e-01,1.40616892e+00,-4.54411547e-01,1.47951543e-03,
-4.53947388e-01,1.40645616e+00,-4.53947388e-01,1.47915813e-03,
-4.53483229e-01,1.40674281e+00,-4.53483229e-01,1.47898614e-03,
-4.53019070e-01,1.40702888e+00,-4.53019070e-01,1.47882235e-03,
-4.52554911e-01,1.40731436e+00,-4.52554911e-01,1.47865047e-03,
-4.52090752e-01,1.40759925e+00,-4.52090752e-01,1.47830554e-03,
-4.51626594e-01,1.40788356e+00,-4.51626594e-01,1.47797465e-03,
-4.51162435e-01,1.40816729e+00,-4.51162435e-01,1.47779304e-03,
-4.50698276e-01,1.40845043e+00,-4.50698276e-01,1.47763465e-03,
-4.50234117e-01,1.40873299e+00,-4.50234117e-01,1.47727697e-03,
-4.49769958e-01,1.40901497e+00,-4.49769958e-01,1.47696262e-03,
-4.49305799e-01,1.40929637e+00,-4.49305799e-01,1.47680105e-03,
-4.48841640e-01,1.40957718e+00,-4.48841640e-01,1.47662797e-03,
