1.00000000e-01,8.39630434e+01,
1.02329299e-01,8.39630431e+01,
1.04712855e-01,8.39630429e+01,
1.07151931e-01,8.39630426e+01,
1.09647820e-01,8.39630423e+01,
1.12201845e-01,8.39630420e+01,
1.14815362e-01,8.39630417e+01,
1.17489755e-01,8.39630414e+01,
1.20226443e-01,8.39630410e+01,
1.23026877e-01,8.39630407e+01,
1.25892541e-01,8.39630403e+01,
1.28824955e-01,8.39630399e+01,
1.31825674e-01,8.39630395e+01,
1.34896288e-01,8.39630391e+01,
1.38038426e-01,8.39630386e+01,
1.41253754e-01,8.39630381e+01,
1.44543977e-01,8.39630376e+01,
1.47910839e-01,8.39630371e+01,
1.51356125e-01,8.39630366e+01,
1.54881662e-01,8.39630360e+01,
1.58489319e-01,8.39630354e+01,
1.62181010e-01,8.39630348e+01,
1.65958691e-01,8.39630341e+01,
1.69824365e-01,8.39630334e+01,
1.73780083e-01,8.39630327e+01,
1.77827941e-01,8.39630320e+01,
1.81970086e-01,8.39630312e+01,
1.86208714e-01,8.39630303e+01,
1.90546072e-01,8.39630295e+01,
1.94984460e-01,8.39630286e+01,
1.99526231e-01,8.39630276e+01,
2.04173794e-01,8.39630266e+01,
2.08929613e-01,8.39630256e+01,
2.13796209e-01,8.39630245e+01,
2.18776162e-01,8.39630234e+01,
2.23872114e-01,8.39630222e+01,
2.29086765e-01,8.39630209e+01,
2.34422882e-01,8.39630196e+01,
2.39883292e-01,8.39630183e+01,
2.45470892e-01,8.39630168e+01,
2.51188643e-01,8.39630153e+01,
2.57039578e-01,8.39630138e+01,
2.63026799e-01,8.39630121e+01,
2.69153480e-01,8.39630104e+01,
2.75422870e-01,8.39630086e+01,
2.81838293e-01,8.39630067e+01,
2.88403150e-01,8.39630047e+01,
2.95120923e-01,8.39630027e+01,
3.01995172e-01,8.39630005e+01,
3.09029543e-01,8.39629982e+01,
3.16227766e-01,8.39629958e+01,
3.23593657e-01,8.39629934e+01,
3.31131121e-01,8.39629908e+01,
3.38844156e-01,8.39629880e+01,
3.46736850e-01,8.39629852e+01,
3.54813389e-01,8.39629822e+01,
3.63078055e-01,8.39629790e+01,
3.71535229e-01,8.39629758e+01,
3.80189396e-01,8.39629723e+01,
3.89045145e-01,8.39629687e+01,
3.98107171e-01,8.39629650e+01,
4.07380278e-01,8.39629610e+01,
4.16869383e-01,8.39629569e+01,
4.26579519e-01,8.39629526e+01,
4.36515832e-01,8.39629480e+01,
4.46683592e-01,8.39629433e+01,
4.57088190e-01,8.39629383e+01,
4.67735141e-01,8.39629331e+01,
4.78630092e-01,8.39629277e+01,
4.89778819e-01,8.39629220e+01,
5.01187234e-01,8.39629160e+01,
5.12861384e-01,8.39629097e+01,
5.24807460e-01,8.39629032e+01,
5.37031796e-01,8.39628963e+01,
5.49540874e-01,8.39628892e+01,
5.62341325e-01,8.39628817e+01,
5.75439937e-01,8.39628738e+01,
5.88843655e-01,8.39628655e+01,
6.02559586e-01,8.39628569e+01,
6.16595002e-01,8.39628479e+01,
6.30957344e-01,8.39628384e+01,
6.45654229e-01,8.39628285e+01,
6.60693448e-01,8.39628181e+01,
6.76082975e-01,8.39628073e+01,
6.91830971e-01,8.39627959e+01,
7.07945784e-01,8.39627840e+01,
7.24435960e-01,8.39627715e+01,
7.41310241e-01,8.39627584e+01,
7.58577575e-01,8.39627448e+01,
7.76247117e-01,8.39627304e+01,
7.94328235e-01,8.39627154e+01,
8.12830516e-01,8.39626997e+01,
8.31763771e-01,8.39626833e+01,
8.51138038e-01,8.39626661e+01,
8.70963590e-01,8.39626480e+01,
8.91250938e-01,8.39626292e+01,
9.12010839e-01,8.39626094e+01,
9.33254301e-01,8.39625887e+01,
9.54992586e-01,8.39625670e+01,
9.77237221e-01,8.39625443e+01,
1.00000000e+00,8.39625205e+01,
1.02329299e+00,8.39624957e+01,
