0.00000000e+00,2.72554300e-08,
3.00000000e-03,2.56631758e-08,
6.00000000e-03,2.41719949e-08,
9.00000000e-03,2.27673833e-08,
1.20000000e-02,2.14344192e-08,
1.50000000e-02,2.01826804e-08,
1.80000000e-02,1.90083881e-08,
2.10000000e-02,1.79054980e-08,
2.40000000e-02,1.68686324e-08,
2.70000000e-02,1.58932301e-08,
3.00000000e-02,1.49751740e-08,
3.30000000e-02,1.41107533e-08,
3.60000000e-02,1.32965857e-08,
3.90000000e-02,1.25295677e-08,
4.20000000e-02,1.18068385e-08,
4.50000000e-02,1.11257500e-08,
4.80000000e-02,1.04838422e-08,
5.10000000e-02,9.87882168e-09,
5.40000000e-02,9.30854445e-09,
5.70000000e-02,8.77100128e-09,
6.00000000e-02,8.26430656e-09,
6.30000000e-02,7.78668799e-09,
6.60000000e-02,7.33647861e-09,
6.90000000e-02,6.91210919e-09,
7.20000000e-02,6.51210191e-09,
7.50000000e-02,6.13506433e-09,
7.80000000e-02,5.77968440e-09,
8.10000000e-02,5.44472519e-09,
8.40000000e-02,5.12902056e-09,
8.70000000e-02,4.83147121e-09,
9.00000000e-02,4.55104007e-09,
9.30000000e-02,4.28674970e-09,
9.60000000e-02,4.03767786e-09,
9.90000000e-02,3.80295506e-09,
1.02000000e-01,3.58176113e-09,
1.05000000e-01,3.37332233e-09,
1.08000000e-01,3.17690934e-09,
1.11000000e-01,2.99183393e-09,
1.14000000e-01,2.81744700e-09,
1.17000000e-01,2.65313664e-09,
1.20000000e-01,2.49832543e-09,
1.23000000e-01,2.35246883e-09,
1.26000000e-01,2.21505349e-09,
1.29000000e-01,2.08559485e-09,
1.32000000e-01,1.96363637e-09,
1.35000000e-01,1.84874732e-09,
1.38000000e-01,1.74052148e-09,
1.41000000e-01,1.63857587e-09,
1.44000000e-01,1.54254921e-09,
1.47000000e-01,1.45210073e-09,
1.50000000e-01,1.36690956e-09,
1.53000000e-01,1.28667262e-09,
1.56000000e-01,1.21110454e-09,
1.59000000e-01,1.13993582e-09,
1.62000000e-01,1.07291285e-09,
1.65000000e-01,1.00979618e-09,
1.68000000e-01,9.50360270e-10,
1.71000000e-01,8.94392383e-10,
1.74000000e-01,8.41691713e-10,
1.77000000e-01,7.92069695e-10,
1.80000000e-01,7.45347738e-10,
1.83000000e-01,7.01357975e-10,
1.86000000e-01,6.59941966e-10,
1.89000000e-01,6.20950614e-10,
1.92000000e-01,5.84243185e-10,
1.95000000e-01,5.49687337e-10,
1.98000000e-01,5.17157699e-10,
2.01000000e-01,4.86536672e-10,
2.04000000e-01,4.57713249e-10,
2.07000000e-01,4.30582937e-10,
2.10000000e-01,4.05047128e-10,
2.13000000e-01,3.81012853e-10,
2.16000000e-01,3.58392746e-10,
2.19000000e-01,3.37104171e-10,
2.22000000e-01,3.17069364e-10,
2.25000000e-01,2.98215654e-10,
2.28000000e-01,2.80473422e-10,
2.31000000e-01,2.63778166e-10,
2.34000000e-01,2.48068455e-10,
2.37000000e-01,2.33286314e-10,
2.40000000e-01,2.19378009e-10,
2.43000000e-01,2.06292108e-10,
2.46000000e-01,1.93980193e-10,
2.49000000e-01,1.82397340e-10,
2.52000000e-01,1.71500210e-10,
2.55000000e-01,1.61249028e-10,
2.58000000e-01,1.51605513e-10,
2.61000000e-01,1.42534151e-10,
2.64000000e-01,1.34001192e-10,
2.67000000e-01,1.25974994e-10,
2.70000000e-01,1.18425721e-10,
2.73000000e-01,1.11325157e-10,
2.76000000e-01,1.04647041e-10,
2.79000000e-01,9.83663151e-11,
2.82000000e-01,9.24597204e-11,
2.85000000e-01,8.69049277e-11,
2.88000000e-01,8.16811757e-11,
2.91000000e-01,7.67687997e-11,
2.94000000e-01,7.21499943e-11,
2.97000000e-01,6.78066076e-11,
3.00000000e-01,6.37229228e-11,
3.03000000e-01,5.98831679e-11,
3.06000000e-01,5.62731459e-11,
3.09000000e-01,5.28789859e-11,
3.12000000e-01,4.96878719e-11,
3.15000000e-01,4.66878550e-11,
3.18000000e-01,4.38679509e-11,
3.21000000e-01,4.12167384e-11,
3.24000000e-01,3.87247734e-11,
3.27000000e-01,3.63821195e-11,
