1.00028000e-05,1.50255097e+00,1.00028000e-05,1.42194494e+00,
1.00128000e-05,1.51166147e+00,1.00128000e-05,1.43087497e+00,
1.00228000e-05,1.52077150e+00,1.00228000e-05,1.43980770e+00,
1.00328000e-05,1.52988071e+00,1.00328000e-05,1.44874282e+00,
1.00428000e-05,1.53898875e+00,1.00428000e-05,1.45767999e+00,
1.00528000e-05,1.54809524e+00,1.00528000e-05,1.46661888e+00,
1.00628000e-05,1.55719984e+00,1.00628000e-05,1.47555915e+00,
1.00728000e-05,1.56630218e+00,1.00728000e-05,1.48450047e+00,
1.00828000e-05,1.57540190e+00,1.00828000e-05,1.49344251e+00,
1.00928000e-05,1.58449864e+00,1.00928000e-05,1.50238493e+00,
1.01028000e-05,1.59359205e+00,1.01028000e-05,1.51132740e+00,
1.01128000e-05,1.60268176e+00,1.01128000e-05,1.52026958e+00,
1.01228000e-05,1.61176742e+00,1.01228000e-05,1.52921114e+00,
1.01328000e-05,1.62084867e+00,1.01328000e-05,1.53815175e+00,
1.01428000e-05,1.62992515e+00,1.01428000e-05,1.54709108e+00,
1.01528000e-05,1.63899649e+00,1.01528000e-05,1.55602878e+00,
1.01628000e-05,1.64806235e+00,1.01628000e-05,1.56496452e+00,
1.01728000e-05,1.65712237e+00,1.01728000e-05,1.57389798e+00,
1.01828000e-05,1.66617618e+00,1.01828000e-05,1.58282881e+00,
1.01928000e-05,1.67522343e+00,1.01928000e-05,1.59175668e+00,
1.02028000e-05,1.68426376e+00,1.02028000e-05,1.60068126e+00,
1.02128000e-05,1.69329682e+00,1.02128000e-05,1.60960222e+00,
1.02228000e-05,1.70232225e+00,1.02228000e-05,1.61851921e+00,
1.02328000e-05,1.71133969e+00,1.02328000e-05,1.62743191e+00,
1.02428000e-05,1.72034879e+00,1.02428000e-05,1.63633998e+00,
1.02528000e-05,1.72934919e+00,1.02528000e-05,1.64524308e+00,
1.02628000e-05,1.73834053e+00,1.02628000e-05,1.65414089e+00,
1.02728000e-05,1.74732247e+00,1.02728000e-05,1.66303308e+00,
1.02828000e-05,1.75629464e+00,1.02828000e-05,1.67191929e+00,
1.02928000e-05,1.76525669e+00,1.02928000e-05,1.68079921e+00,
1.03028000e-05,1.77420827e+00,1.03028000e-05,1.68967250e+00,
1.03128000e-05,1.78314903e+00,1.03128000e-05,1.69853883e+00,
1.03228000e-05,1.79207861e+00,1.03228000e-05,1.70739786e+00,
1.03328000e-05,1.80099665e+00,1.03328000e-05,1.71624927e+00,
1.03428000e-05,1.80990282e+00,1.03428000e-05,1.72509271e+00,
1.03528000e-05,1.81879675e+00,1.03528000e-05,1.73392786e+00,
1.03628000e-05,1.82767809e+00,1.03628000e-05,1.74275438e+00,
1.03728000e-05,1.83654650e+00,1.03728000e-05,1.75157195e+00,
1.03828000e-05,1.84540162e+00,1.03828000e-05,1.76038022e+00,
1.03928000e-05,1.85424311e+00,1.03928000e-05,1.76917888e+00,
1.04028000e-05,1.86307061e+00,1.04028000e-05,1.77796758e+00,
1.04128000e-05,1.87188377e+00,1.04128000e-05,1.78674600e+00,
1.04228000e-05,1.88068226e+00,1.04228000e-05,1.79551381e+00,
1.04328000e-05,1.88946572e+00,1.04328000e-05,1.80427068e+00,
1.04428000e-05,1.89823380e+00,1.04428000e-05,1.81301627e+00,
1.04528000e-05,1.90698616e+00,1.04528000e-05,1.82175026e+00,
1.04628000e-05,1.91572245e+00,1.04628000e-05,1.83047232e+00,
